predictor,n,estimate_per_1sd,std_error,ci_low,ci_high,p_value,p_adj_fdr
ptype_category_test_generation_reason_the_developer_asks_if_there_are_additional_test_cases_needed_for_coverage_indicating_a_request_for_test_generation_guidance_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_if_there_are_any_untested_cases_and_requests_additional_ones_indicating_a_need_for_generating_more_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_the_llm_to_analyze_existing_tests_for_redundancy_and_missing_coverage_which_involves_improving_or_generating_test_cases_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_the_llm_to_create_additional_test_cases_for_a_specific_function_which_is_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_the_llm_to_create_additional_test_cases_for_the_suggest_slots_function_which_is_a_request_for_generating_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_the_llm_to_create_additional_test_cases_similar_to_the_provided_examples_for_a_new_requirement_which_is_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_the_llm_to_list_the_test_cases_they_have_created_for_a_view_which_is_a_request_to_generate_or_summarize_test_specifications_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_the_llm_to_write_additional_test_cases_for_the_given_testing_file_which_is_a_request_for_generating_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_the_model_to_examine_existing_tests_and_determine_if_they_cover_requirements_constraints_and_edge_cases_which_is_a_test_evaluation_generation_task_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_to_add_a_test_to_verify_that_the_requirements_checks_have_passed_indicating_a_request_for_generating_a_test_case_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_to_add_five_additional_test_cases_to_the_existing_test_suite_indicating_a_request_for_generating_more_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_to_add_more_tests_covering_edge_cases_and_both_functional_and_non_functional_requirements_to_maximize_code_coverage_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_to_create_additional_pytest_test_cases_for_new_requirements_which_is_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_to_modify_or_add_test_cases_to_cover_a_new_requirement_indicating_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_to_modify_test_cases_by_adding_comments_that_explain_why_each_test_passes_or_fails_indicating_a_request_to_generate_or_augment_test_output_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_to_reformat_existing_test_cases_to_a_new_format_and_add_five_additional_test_cases_which_is_a_request_for_generating_expanding_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_to_review_existing_pytest_tests_and_create_two_additional_test_cases_which_is_a_request_for_generating_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_to_update_existing_tests_and_add_at_least_five_new_test_cases_to_cover_a_new_requirement_indicating_a_focus_on_generating_expanding_test_cases_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_asks_to_verify_existing_pytest_tests_and_create_two_additional_test_cases_which_is_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_additional_test_cases_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_additional_tests_to_be_written_indicating_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_five_tests_covering_specific_scenarios_indicating_a_request_to_generate_test_cases_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_guidance_on_implementing_five_test_cases_indicating_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_more_test_cases_indicating_a_request_to_generate_tests_for_the_solution_code_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_new_test_cases_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_test_cases_for_their_code_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_test_cases_indicating_the_goal_is_to_generate_tests_for_a_new_requirement_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_tests_indicating_they_want_test_generation_for_existing_code_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_the_best_way_to_implement_five_test_cases_indicating_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_the_exact_test_cases_indicating_a_request_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_for_unit_tests_that_cover_everything_indicating_a_request_to_generate_comprehensive_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_to_add_more_test_cases_indicating_a_request_for_generating_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_asks_to_create_a_new_test_for_an_added_constraint_indicating_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_requests_a_new_pytest_case_for_a_specific_boundary_condition_which_is_a_request_to_generate_a_test_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_requests_assistance_in_writing_five_test_cases_indicating_a_need_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_explicitly_requests_test_cases_for_the_given_cases_indicating_a_need_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_asking_for_additional_cases_to_consider_which_aligns_with_generating_test_scenarios_or_edge_cases_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_asking_for_additional_test_cases_to_add_requesting_the_llm_to_generate_more_tests_for_a_new_feature_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_asking_for_appropriate_test_cases_for_a_new_requirement_indicating_a_need_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_asking_for_guidance_on_edge_cases_and_the_appropriate_number_of_tests_which_is_a_request_for_test_generation_advice_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_asking_for_negative_requirements_implying_they_want_test_cases_for_scenarios_that_should_not_occur_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_asking_how_to_implement_tests_for_specific_date_time_conditions_indicating_a_request_for_test_creation_guidance_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_asking_how_to_verify_their_implementation_indicating_they_need_guidance_on_creating_tests_rather_than_clarification_debugging_or_code_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_asking_to_add_at_least_five_additional_test_cases_for_the_meeting_slot_suggestion_function_indicating_the_goal_is_to_generate_more_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_asking_whether_a_specific_statement_satisfies_a_test_indicating_they_are_focused_on_generating_or_validating_a_test_case_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_focusing_on_a_test_case_for_suggest_slots_pointing_out_expected_behavior_and_likely_wants_a_corrected_or_new_test_indicating_a_test_generation_request_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_requesting_information_on_existing_test_coverage_and_identifying_missing_test_areas_which_pertains_to_generating_or_planning_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_requesting_suggestions_for_edge_test_cases_to_verify_the_meeting_scheduler_which_is_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_supplying_a_corrected_unit_test_function_indicating_they_are_focusing_on_generating_or_fixing_test_code_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_is_writing_pytest_cases_for_suggest_slots_and_includes_a_todo_to_add_more_test_cases_indicating_they_want_additional_tests_generated_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_provided_a_function_implementation_and_explicitly_requests_five_test_cases_indicating_the_goal_is_to_generate_tests_for_the_code_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_a_test_case_to_verify_that_passing_a_list_instead_of_a_dictionary_raises_a_valueerror_which_is_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_adding_a_new_requirement_to_the_suggest_slots_function_and_updating_the_corresponding_tests_which_involves_generating_modifying_test_code_to_reflect_the_new_behavior_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_adding_five_more_tests_to_the_test_solutionpy_file_indicating_a_need_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_adding_three_more_tests_indicating_a_focus_on_generating_additional_test_cases_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_adding_various_edge_cases_boundary_conditions_invalid_inputs_and_other_scenarios_to_maximize_coverage_indicating_they_want_test_cases_generated_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_additional_test_cases_for_a_function_indicating_a_need_to_generate_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_additional_test_cases_for_a_test_file_indicating_they_want_the_llm_to_generate_more_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_additional_test_cases_for_the_given_function_indicating_a_need_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_additional_test_cases_to_be_added_to_the_existing_test_suite_for_the_suggest_slots_function_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_additional_test_cases_to_be_added_to_the_existing_test_suite_indicating_a_need_for_generating_new_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_additional_test_cases_to_cover_missed_areas_indicating_a_need_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_additional_test_cases_to_verify_the_system_indicating_a_need_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_assistance_in_writing_five_additional_test_cases_for_the_meeting_slot_suggestion_exercise_indicating_a_need_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_help_designing_acceptance_criteria_and_additional_test_cases_which_is_a_request_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_ideas_for_additional_test_cases_to_cover_functional_requirements_constraints_and_edge_cases_which_is_generating_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_multiple_acceptance_criteria_in_given_when_then_format_which_is_essentially_generating_test_like_specifications_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_new_focused_test_cases_and_a_regression_test_to_verify_that_the_friday_specific_rule_does_not_affect_non_friday_behavior_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_new_test_cases_to_cover_functional_requirements_constraints_and_edge_cases_indicating_a_need_for_test_generation_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_the_command_to_execute_tests_which_pertains_to_test_related_operations_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_the_llm_to_create_tests_following_specific_documentation_indicating_a_test_generation_task_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_updating_test_cases_indicating_a_need_to_generate_or_modify_tests_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_requests_updating_test_cases_to_reflect_a_new_requirement_indicating_a_need_for_test_generation_modification_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_specifies_a_condition_no_events_on_friday_that_should_cause_a_failure_indicating_they_want_a_test_to_verify_this_behavior_share,125,,,,,,1.0
ptype_category_test_generation_reason_the_developer_supplies_existing_test_cases_and_requests_the_llm_to_create_additional_test_cases_indicating_a_need_for_test_generation_share,125,,,,,,1.0
ptype_categorytest_generationreasondeveloper_asks_for_at_least_five_extra_wellchosen_test_cases_that_cover_functional_requirements_constraints_and_edge_cases_share,125,,,,,,1.0
